Post;Up;Down;Total
87363;1;0;1
87364;0;1;-1
87365;1;0;1
87367;0;1;-1
87368;0;1;-1
87369;0;1;-1
87371;1;0;1
87372;4;0;4
87376;2;0;2
87377;1;0;1
87378;0;1;-1
87380;1;0;1
87381;7;0;7
87386;0;2;-2
87390;0;1;-1
87393;0;1;-1
87394;5;0;5
87395;2;0;2
87400;0;1;-1
87401;1;0;1
87404;1;0;1
87405;3;0;3
87407;5;0;5
87408;1;0;1
87409;0;3;-3
87412;1;0;1
87417;0;1;-1
87420;1;0;1
87423;1;0;1
87424;1;0;1
87428;1;0;1
87431;0;1;-1
87432;0;1;-1
87433;2;0;2
87434;0;1;-1
87436;1;0;1
87437;1;0;1
87438;0;2;-2
87439;0;1;-1
87441;0;1;-1
87442;3;0;3
87445;1;0;1
87446;3;0;3
87447;2;0;2
87450;1;0;1
87451;0;1;-1
87452;2;0;2
87453;2;0;2
87455;3;0;3
87457;1;0;1
87458;0;5;-5
87459;0;1;-1
87460;0;1;-1
87464;0;3;-3
87465;0;2;-2
87466;1;0;1
87467;1;0;1
87469;1;0;1
87470;1;1;0
87471;5;1;4
87472;1;0;1
87474;2;0;2
87476;1;0;1
87477;4;0;4
87478;5;0;5
87479;0;2;-2
87480;0;2;-2
87481;0;3;-3
87482;1;0;1
87483;0;1;-1
87484;1;0;1
87485;3;0;3
87486;2;0;2
87489;1;1;0
87490;3;0;3
87491;1;0;1
87492;1;0;1
87494;5;0;5
87495;1;0;1
87496;0;1;-1
87501;2;0;2
87502;1;0;1
87504;1;0;1
87506;2;0;2
87507;1;0;1
87508;0;2;-2
87511;0;1;-1
87512;1;0;1
87513;0;3;-3
87514;8;0;8
87516;9;0;9
87517;0;1;-1
87519;0;1;-1
87520;0;1;-1
87522;1;0;1
87525;0;1;-1
87527;1;0;1
87528;1;0;1
87530;1;0;1
87531;1;0;1
87532;1;0;1
87533;2;0;2
87535;1;0;1
87536;1;0;1
87537;0;1;-1
87539;1;1;0
87540;0;1;-1
87542;1;0;1
87544;0;1;-1
87545;1;0;1
87546;0;3;-3
87550;2;0;2
87553;1;0;1
87554;0;1;-1
87555;0;2;-2
87556;5;0;5
87557;6;0;6
87558;0;1;-1
87559;4;0;4
87560;1;0;1
87561;1;0;1
87562;2;0;2
87563;1;0;1
87568;1;0;1
87569;1;0;1
87571;1;0;1
87572;0;2;-2
87573;0;1;-1
87574;1;0;1
87576;0;1;-1
87577;0;1;-1
87581;1;0;1
87582;1;0;1
87585;1;0;1
87586;0;1;-1
87587;1;0;1
87589;0;1;-1
87590;0;1;-1
87591;0;1;-1
87593;0;2;-2
87594;3;0;3
87596;1;0;1
87597;1;0;1
87600;0;1;-1
87602;2;0;2
87603;2;0;2
87604;1;0;1
87607;2;0;2
87608;0;1;-1
87609;1;0;1
87613;1;0;1
87614;2;0;2
87615;1;0;1
87616;3;0;3
87617;0;5;-5
87618;6;0;6
87621;1;0;1
87622;2;0;2
87627;1;0;1
87629;1;0;1
87630;0;1;-1
87631;2;0;2
87633;4;0;4
87636;2;0;2
87637;1;0;1
87638;0;1;-1
87642;0;2;-2
87643;1;1;0
87644;1;0;1
87646;1;0;1
87647;0;1;-1
87652;1;1;0
87653;1;0;1
87655;0;1;-1
87657;0;5;-5
87662;3;0;3
87664;0;1;-1
87665;1;0;1
87669;5;0;5
87670;6;0;6
87672;0;1;-1
87673;0;3;-3
87674;0;1;-1
87677;3;0;3
87678;1;0;1
87679;2;0;2
87683;2;0;2
87685;4;0;4
87687;1;0;1
87688;1;0;1
87689;0;1;-1
87690;0;1;-1
87691;1;1;0
87694;1;0;1
87698;1;0;1
87699;2;0;2
87700;0;3;-3
87701;0;2;-2
87703;0;1;-1
87704;0;1;-1
87706;0;1;-1
87709;0;1;-1
87711;2;0;2
87714;1;0;1
87715;1;0;1
87716;0;1;-1
87717;5;1;4
87718;1;0;1
87719;1;1;0
87720;2;0;2
87725;1;0;1
87727;1;0;1
87728;1;0;1
87730;0;1;-1
87731;2;0;2
87734;3;0;3
87736;1;0;1
87737;1;0;1
87738;1;0;1
87743;1;0;1
87744;1;0;1
87745;2;0;2
87746;1;0;1
87748;0;2;-2
87750;2;0;2
87754;1;0;1
87756;2;0;2
87757;0;1;-1
87758;0;1;-1
87759;1;0;1
87761;1;0;1
87763;1;0;1
87764;0;1;-1
87765;0;1;-1
87767;1;0;1
87768;0;3;-3
87772;0;1;-1
87773;0;1;-1
87774;1;0;1
87781;0;2;-2
87782;1;0;1
87783;0;1;-1
87787;1;0;1
87788;4;0;4
87789;0;1;-1
87790;3;1;2
87794;1;0;1
87795;0;1;-1
87798;0;3;-3
87799;1;0;1
87801;0;1;-1
87805;0;1;-1
87806;2;0;2
87807;2;0;2
87815;1;2;-1
87816;1;0;1
87818;1;0;1
87819;0;1;-1
87822;2;0;2
87823;1;0;1
87825;0;1;-1
87828;0;1;-1
87829;2;0;2
87831;2;0;2
87833;0;1;-1
87834;1;0;1
87837;1;0;1
87838;1;0;1
87839;1;0;1
87840;1;0;1
87842;2;1;1
87844;0;1;-1
87845;2;0;2
87848;2;0;2
87849;1;0;1
87851;0;7;-7
87853;1;2;-1
87854;2;0;2
87856;0;1;-1
87857;0;1;-1
87858;2;0;2
87859;0;1;-1
87860;0;2;-2
87861;0;1;-1
87862;2;0;2
87863;1;0;1
87864;3;0;3
87866;2;0;2
87867;0;1;-1
87868;1;0;1
87869;0;2;-2
87870;1;0;1
87871;0;1;-1
87873;0;1;-1
87874;7;0;7
87875;2;0;2
87877;4;0;4
87878;0;1;-1
87882;1;0;1
87885;0;1;-1
87886;3;0;3
87887;0;1;-1
87889;1;0;1
87890;0;1;-1
87892;0;2;-2
87893;2;0;2
87894;2;0;2
87895;0;1;-1
87896;0;1;-1
87897;2;0;2
87898;2;0;2
87899;1;0;1
87901;2;0;2
87903;2;0;2
87904;0;2;-2
87905;1;0;1
87906;2;0;2
87907;0;1;-1
87908;2;0;2
87910;0;1;-1
87911;0;1;-1
87914;1;0;1
87917;2;0;2
87919;1;0;1
87920;4;0;4
87921;1;0;1
87922;0;1;-1
87923;1;0;1
87924;1;0;1
87925;1;0;1
87926;1;0;1
87927;0;2;-2
87928;1;0;1
87929;0;1;-1
87930;3;0;3
87934;3;0;3
87935;0;1;-1
87936;0;3;-3
87937;0;1;-1
87938;1;0;1
87941;0;1;-1
87943;2;0;2
87944;1;1;0
87947;0;1;-1
87948;1;0;1
87949;2;0;2
87950;1;0;1
87952;2;0;2
87954;0;1;-1
87955;1;0;1
87958;0;1;-1
87959;1;0;1
87960;0;1;-1
87963;1;0;1
87964;1;0;1
87965;2;0;2
87969;1;0;1
87970;0;1;-1
87971;0;1;-1
87975;1;0;1
87978;1;0;1
87981;0;1;-1
87982;0;1;-1
87983;1;0;1
87986;0;1;-1
87989;0;1;-1
87991;0;1;-1
87992;2;1;1
87994;0;1;-1
87995;1;0;1
87997;3;0;3
87998;1;0;1
87999;0;1;-1
88000;1;0;1
88003;0;1;-1
88004;0;2;-2
88006;0;1;-1
88007;1;3;-2
88008;2;0;2
88009;0;1;-1
88010;0;1;-1
88013;1;0;1
88014;1;1;0
88015;1;0;1
88016;2;0;2
88017;1;0;1
88018;1;0;1
88019;0;1;-1
88020;1;0;1
88027;0;2;-2
88029;1;0;1
88032;1;0;1
88033;4;0;4
88034;0;1;-1
88035;0;1;-1
88036;1;0;1
88037;2;0;2
88038;0;1;-1
88040;0;1;-1
88044;0;1;-1
88045;3;0;3
88046;1;1;0
88048;1;0;1
88049;0;1;-1
88050;0;1;-1
88051;1;0;1
88053;1;0;1
88062;0;1;-1
88063;1;0;1
88064;2;0;2
88065;1;2;-1
88068;0;1;-1
88072;1;0;1
88074;2;0;2
88075;1;0;1
88076;0;2;-2
88077;3;0;3
88079;1;0;1
88080;1;0;1
88085;1;0;1
88088;0;1;-1
88089;4;0;4
88090;2;0;2
88091;4;0;4
88092;1;0;1
88094;0;1;-1
88098;2;0;2
88100;1;0;1
88103;19;0;19
88104;10;0;10
88105;1;0;1
88107;4;1;3
88108;2;1;1
88109;3;1;2
88110;2;0;2
88111;1;0;1
88121;3;0;3
88123;1;0;1
88124;1;0;1
88125;1;0;1
88127;2;0;2
88130;0;1;-1
88132;2;0;2
88134;0;1;-1
88135;0;1;-1
88136;1;0;1
88138;0;1;-1
88140;2;0;2
88143;0;1;-1
88144;0;1;-1
88145;1;0;1
88146;0;1;-1
88153;0;1;-1
88155;2;0;2
88156;1;2;-1
88157;3;0;3
88158;10;0;10
88160;0;1;-1
88162;2;0;2
88163;2;0;2
88165;1;0;1
88168;0;2;-2
88169;0;1;-1
88172;0;1;-1
88173;2;0;2
88174;0;1;-1
88175;1;0;1
88176;0;1;-1
88178;0;1;-1
88181;1;0;1
88184;1;0;1
88185;0;1;-1
88188;1;1;0
88189;1;1;0
88191;0;1;-1
88193;1;0;1
88196;1;0;1
88197;1;0;1
88201;0;1;-1
88202;2;0;2
88205;2;0;2
88206;0;4;-4
88207;0;1;-1
88208;0;3;-3
88209;1;0;1
88211;0;1;-1
88213;1;0;1
88214;1;0;1
88218;2;0;2
88220;0;2;-2
88221;1;0;1
88222;1;0;1
88223;0;1;-1
88225;1;0;1
88226;1;0;1
88227;2;0;2
88232;0;1;-1
88235;0;1;-1
88236;0;1;-1
88240;1;0;1
88241;1;0;1
88242;1;0;1
88243;0;1;-1
88244;0;1;-1
88246;1;0;1
88250;0;2;-2
88252;1;0;1
88254;0;1;-1
88258;1;0;1
88259;0;1;-1
88260;4;0;4
88261;1;0;1
88262;0;1;-1
88263;1;0;1
88264;1;0;1
88266;0;1;-1
88269;1;0;1
88271;1;0;1
88276;2;0;2
88277;0;1;-1
88278;0;1;-1
88279;2;0;2
88280;0;1;-1
88281;2;0;2
88282;4;0;4
88283;3;0;3
88284;1;0;1
88286;1;0;1
88288;1;0;1
88289;0;1;-1
88290;1;0;1
88291;2;1;1
88292;1;0;1
88295;0;1;-1
88297;1;0;1
88301;0;1;-1
88302;0;1;-1
88303;0;2;-2
88305;3;0;3
88306;5;0;5
88311;0;1;-1
88312;0;1;-1
88313;6;0;6
88314;1;0;1
88315;3;0;3
88317;0;1;-1
88321;2;1;1
88322;0;1;-1
88323;2;0;2
88324;0;1;-1
88325;0;1;-1
88328;0;3;-3
88331;0;1;-1
88332;1;0;1
88333;1;0;1
88334;2;1;1
88335;4;0;4
88336;0;1;-1
88338;1;0;1
88341;0;1;-1
88342;1;0;1
88343;0;1;-1
88345;0;1;-1
88346;1;0;1
88347;3;0;3
88348;3;0;3
88349;0;1;-1
88351;1;1;0
88355;0;1;-1
88357;1;0;1
88358;0;1;-1
88359;1;0;1
88363;0;1;-1
88366;4;0;4
88367;0;1;-1
88369;0;1;-1
88371;5;0;5
88374;2;0;2
88378;2;0;2
88379;2;0;2
88380;1;0;1
88381;0;1;-1
88382;1;0;1
88387;1;0;1
88388;1;0;1
88391;0;1;-1
88392;0;1;-1
88393;1;0;1
88394;0;1;-1
88395;0;1;-1
88396;2;0;2
88398;1;0;1
88399;0;2;-2
88405;0;2;-2
88406;2;0;2
88407;0;1;-1
88408;1;0;1
88411;3;0;3
88412;0;3;-3
88414;1;0;1
88415;0;1;-1
88417;0;1;-1
88420;0;2;-2
88421;0;4;-4
88422;1;0;1
88424;1;0;1
88425;1;0;1
88429;0;1;-1
88430;1;0;1
88431;1;1;0
88432;3;1;2
88434;1;0;1
88435;1;0;1
88436;3;0;3
88437;0;3;-3
88438;0;1;-1
88442;1;0;1
88443;0;1;-1
88448;3;0;3
88451;0;1;-1
88453;0;1;-1
88454;3;0;3
88457;1;0;1
88458;2;0;2
88461;1;0;1
88462;1;0;1
88463;0;1;-1
88466;0;1;-1
88468;0;1;-1
88471;0;1;-1
88475;1;0;1
88476;0;1;-1
88479;2;0;2
88480;1;0;1
88482;0;1;-1
88485;1;0;1
88486;0;1;-1
88488;1;0;1
88490;0;1;-1
88494;1;0;1
88495;0;1;-1
88499;1;0;1
88501;0;1;-1
88502;1;0;1
88504;1;1;0
88505;1;1;0
88506;1;0;1
88508;0;3;-3
88509;0;1;-1
88513;0;1;-1
88516;2;0;2
88519;0;1;-1
88520;1;0;1
88522;1;0;1
88525;1;0;1
88526;2;0;2
88528;1;0;1
88532;5;0;5
88535;0;1;-1
88538;1;0;1
88539;1;0;1
88544;0;1;-1
88545;1;0;1
88546;2;0;2
88547;0;1;-1
88548;2;0;2
88552;0;1;-1
88555;0;4;-4
88556;5;0;5
88559;1;0;1
88560;2;0;2
88561;0;1;-1
88562;3;0;3
88563;1;0;1
88564;0;2;-2
88566;1;0;1
88568;0;1;-1
88569;3;0;3
88570;2;0;2
88572;0;1;-1
88573;0;1;-1
88575;1;0;1
88576;2;0;2
88578;1;0;1
88581;1;0;1
88587;0;1;-1
88588;0;1;-1
88589;1;0;1
88591;0;2;-2
88594;0;1;-1
88595;0;1;-1
88596;0;1;-1
88600;1;1;0
88602;0;1;-1
88603;3;0;3
88604;2;0;2
88607;5;0;5
88609;0;1;-1
88610;0;1;-1
88611;1;0;1
88612;3;0;3
88614;0;1;-1
88616;0;1;-1
88618;0;1;-1
88624;14;0;14
88625;1;0;1
88627;0;1;-1
88630;0;1;-1
88631;2;0;2
88632;0;1;-1
88633;0;2;-2
88635;0;1;-1
88637;1;0;1
88638;1;0;1
88642;1;0;1
88643;1;0;1
88646;1;0;1
88650;1;0;1
88651;2;0;2
88652;0;1;-1
88654;2;0;2
88655;2;0;2
88656;2;0;2
88658;1;0;1
88660;0;4;-4
88661;0;1;-1
88662;2;0;2
88663;3;0;3
88669;0;1;-1
88670;0;1;-1
88672;2;0;2
88673;1;0;1
88674;2;0;2
88675;0;1;-1
88678;1;1;0
88679;1;0;1
88681;1;0;1
88682;0;1;-1
88683;1;1;0
88685;1;0;1
88687;0;1;-1
88688;2;0;2
88692;0;1;-1
88693;0;2;-2
88695;1;0;1
88696;5;0;5
88697;0;1;-1
88700;3;0;3
88701;1;0;1
88703;1;0;1
88707;1;0;1
88709;2;0;2
88710;2;0;2
88712;1;0;1
88715;2;0;2
88720;2;0;2
88731;2;0;2
88732;1;0;1
88736;0;1;-1
88737;1;0;1
88738;2;0;2
88742;4;0;4
88743;5;0;5
88744;1;0;1
88747;1;0;1
88748;2;0;2
88750;0;1;-1
88752;0;1;-1
88753;1;0;1
88755;1;0;1
88756;1;0;1
88757;1;0;1
88758;1;0;1
88759;4;0;4
88760;4;1;3
88761;1;0;1
88762;4;0;4
88763;2;0;2
88765;1;0;1
88766;3;0;3
88767;0;1;-1
88768;1;1;0
88773;0;1;-1
88775;2;0;2
88777;0;1;-1
88778;0;1;-1
88779;2;0;2
88780;0;1;-1
88783;0;1;-1
88784;1;0;1
88785;1;0;1
88790;1;0;1
88794;1;0;1
88796;2;0;2
88797;0;1;-1
88798;1;0;1
88800;0;1;-1
88801;1;0;1
88804;1;0;1
88805;1;1;0
88809;0;1;-1
88810;0;1;-1
88814;1;0;1
88815;1;0;1
88818;0;2;-2
88820;1;0;1
88822;0;1;-1
88825;1;0;1
88826;0;1;-1
88827;0;1;-1
88828;1;0;1
88829;0;1;-1
88831;2;0;2
88832;2;0;2
88833;1;0;1
88834;7;0;7
88835;0;1;-1
88837;1;0;1
88838;2;0;2
88842;2;1;1
88843;1;0;1
88845;0;1;-1
88846;1;0;1
88847;0;1;-1
88848;0;1;-1
88851;2;0;2
88852;0;1;-1
88854;1;0;1
88855;0;1;-1
88856;1;0;1
88861;1;0;1
88862;1;0;1
88863;0;1;-1
88865;0;1;-1
88867;2;0;2
88870;0;1;-1
88871;1;0;1
88872;0;1;-1
88874;3;0;3
88875;1;0;1
88877;0;1;-1
88878;2;0;2
88879;4;0;4
88880;0;1;-1
88881;0;1;-1
88883;2;0;2
88884;1;0;1
88885;0;1;-1
88886;2;0;2
88890;1;0;1
88892;1;0;1
88893;1;0;1
88895;2;0;2
88896;1;0;1
88898;1;0;1
88899;2;0;2
88900;1;0;1
88903;1;0;1
88904;1;0;1
88905;0;1;-1
88906;1;0;1
88908;0;2;-2
88909;1;0;1
88912;1;2;-1
88913;1;0;1
88915;0;1;-1
88916;0;1;-1
88917;1;0;1
88919;0;1;-1
88920;1;0;1
88921;1;0;1
88922;1;0;1
88923;0;1;-1
88924;0;3;-3
88925;0;1;-1
88926;3;0;3
88929;0;1;-1
88931;0;1;-1
88932;0;1;-1
88933;1;0;1
88935;2;0;2
88938;7;0;7
88939;2;0;2
88940;2;0;2
88941;1;0;1
88942;1;0;1
88945;4;0;4
88951;0;1;-1
88952;0;1;-1
88953;2;0;2
88954;0;1;-1
88958;0;1;-1
88960;0;1;-1
88961;0;1;-1
88962;0;1;-1
88963;0;1;-1
88964;2;0;2
88965;1;0;1
88967;1;0;1
88968;1;0;1
88969;1;0;1
88972;0;1;-1
88974;0;1;-1
88976;0;1;-1
88981;2;0;2
88983;0;1;-1
88985;2;0;2
88988;1;0;1
88989;2;0;2
88990;1;0;1
88996;0;1;-1
88997;0;1;-1
88998;1;0;1
88999;4;0;4
89000;3;0;3
89002;1;0;1
89003;0;1;-1
89005;9;0;9
89006;1;0;1
89008;1;0;1
89010;3;0;3
89014;1;0;1
89016;0;1;-1
89017;1;0;1
89023;1;0;1
89024;2;0;2
89026;1;0;1
89027;0;1;-1
89028;5;0;5
89030;0;1;-1
89035;1;1;0
89037;1;0;1
89038;1;0;1
89040;10;0;10
89044;1;0;1
89045;4;0;4
89047;0;1;-1
89048;0;1;-1
89049;0;1;-1
89050;1;0;1
89051;1;1;0
89058;1;0;1
89059;3;0;3
89060;1;0;1
89061;1;0;1
89062;0;7;-7
89063;0;1;-1
89065;0;1;-1
89066;4;0;4
89067;2;0;2
89068;1;0;1
89069;4;0;4
89070;3;0;3
89072;0;1;-1
89078;0;2;-2
89081;0;2;-2
89083;0;1;-1
89084;1;0;1
89086;1;0;1
89087;2;0;2
89088;1;1;0
89092;0;1;-1
89093;0;1;-1
89097;1;0;1
89101;0;3;-3
89103;2;0;2
89104;0;1;-1
89106;1;0;1
89110;6;0;6
89112;0;1;-1
89113;12;0;12
89114;12;0;12
89117;1;0;1
89118;0;1;-1
89120;2;0;2
89121;5;0;5
89125;1;0;1
89127;3;0;3
89129;3;0;3
89130;0;1;-1
89131;0;1;-1
89133;1;0;1
89134;1;1;0
89136;0;1;-1
89139;1;1;0
89140;0;1;-1
89141;1;0;1
89144;1;0;1
89150;1;0;1
89151;4;0;4
89154;1;0;1
89156;1;0;1
89157;3;0;3
89159;2;0;2
89162;2;0;2
89163;4;0;4
89164;3;1;2
89165;2;0;2
89166;3;0;3
89167;1;0;1
89168;2;0;2
89169;4;0;4
89172;1;0;1
89173;0;1;-1
89174;0;1;-1
89176;0;1;-1
89179;1;0;1
89181;1;0;1
89182;1;0;1
89183;3;0;3
89184;2;0;2
89185;0;1;-1
89186;1;0;1
89187;2;0;2
89191;1;0;1
89194;5;0;5
89196;0;1;-1
89197;4;0;4
89199;1;0;1
89200;0;1;-1
89202;2;0;2
89203;0;1;-1
89204;6;0;6
89205;2;0;2
89207;0;1;-1
89209;1;0;1
89212;0;2;-2
89214;1;0;1
89218;0;1;-1
89219;0;1;-1
89220;1;0;1
89221;1;0;1
89222;0;2;-2
89225;1;0;1
89226;1;0;1
89227;1;0;1
89228;0;1;-1
89229;1;0;1
89230;2;0;2
89231;3;0;3
89232;1;2;-1
89233;2;0;2
89234;1;0;1
89235;1;0;1
89236;2;0;2
89237;1;0;1
89238;1;0;1
89241;1;0;1
89243;1;0;1
89245;1;0;1
89246;0;2;-2
89247;2;0;2
89250;1;0;1
89251;1;0;1
89254;1;0;1
89257;1;0;1
89260;1;0;1
89263;4;1;3
89265;1;0;1
89266;6;0;6
89268;13;0;13
89270;0;1;-1
89271;6;1;5
89273;1;1;0
89274;2;0;2
89277;1;0;1
89278;0;6;-6
89280;1;0;1
89282;2;0;2
89284;1;0;1
89285;0;1;-1
89286;0;1;-1
89287;0;1;-1
89288;0;1;-1
89289;0;1;-1
89292;2;0;2
89294;0;2;-2
89295;0;4;-4
89296;0;1;-1
89299;2;0;2
89301;2;0;2
89304;1;0;1
89306;0;1;-1
89310;0;1;-1
89314;2;0;2
89316;1;0;1
89318;0;3;-3
89321;6;0;6
89325;3;0;3
89326;0;1;-1
89328;1;0;1
89332;0;2;-2
89337;2;0;2
89338;0;1;-1
89339;1;0;1
89342;1;0;1
89344;1;0;1
89345;1;1;0
89346;1;1;0
89347;1;0;1
89348;1;0;1
89350;2;0;2
89351;5;0;5
89352;1;0;1
89353;0;1;-1
89356;2;1;1
89357;1;0;1
89358;1;0;1
89360;0;1;-1
89364;0;1;-1
89368;3;0;3
89369;1;0;1
89370;2;0;2
89371;1;0;1
89372;1;1;0
89374;1;0;1
89376;0;1;-1
89377;0;1;-1
89378;2;0;2
89379;1;0;1
89382;3;0;3
89384;2;0;2
89385;3;0;3
89388;3;0;3
89389;1;0;1
89391;0;1;-1
89396;1;0;1
89397;1;0;1
89398;2;0;2
89403;1;0;1
89404;3;0;3
89406;0;1;-1
89408;2;0;2
89411;2;0;2
89412;1;0;1
89413;1;0;1
89414;0;1;-1
89415;1;0;1
89416;3;0;3
89418;1;0;1
89421;0;1;-1
89425;1;1;0
89426;1;0;1
89427;3;0;3
89429;1;1;0
89430;2;0;2
89433;3;0;3
89434;0;2;-2
89437;0;1;-1
89442;1;0;1
89444;1;0;1
89447;1;0;1
89449;0;1;-1
89452;0;1;-1
89453;0;1;-1
89454;2;0;2
89455;2;0;2
89456;0;2;-2
89457;1;0;1
89458;1;0;1
89460;0;2;-2
89462;4;0;4
89464;4;0;4
89465;3;0;3
89466;4;0;4
89468;2;0;2
89469;2;0;2
89470;4;1;3
89472;2;1;1
89473;0;2;-2
89474;2;0;2
89475;3;0;3
89477;2;1;1
89479;1;1;0
89480;2;0;2
89481;0;1;-1
89482;2;1;1
89484;3;0;3
89486;0;1;-1
89487;0;3;-3
89490;2;0;2
89491;1;0;1
89494;2;1;1
89495;6;0;6
89496;0;5;-5
89498;1;0;1
89500;0;1;-1
89501;1;0;1
89502;0;1;-1
89505;3;0;3
89508;2;0;2
89512;1;0;1
89513;2;0;2
89514;0;1;-1
89517;3;0;3
89518;0;1;-1
89519;0;1;-1
89522;0;1;-1
89524;0;1;-1
89526;2;0;2
89527;0;1;-1
89530;1;0;1
89536;0;1;-1
89539;0;1;-1
89541;1;0;1
89542;1;0;1
89543;1;0;1
89546;0;1;-1
89547;1;0;1
89551;1;0;1
89552;0;1;-1
89554;0;1;-1
89556;1;0;1
89566;0;1;-1
89569;0;1;-1
89570;0;1;-1
89572;1;0;1
89574;1;2;-1
89575;0;1;-1
89576;1;3;-2
89578;1;0;1
89579;2;0;2
89580;2;0;2
89582;0;1;-1
89584;1;0;1
89588;0;5;-5
89589;1;0;1
89591;1;0;1
89592;1;0;1
89593;1;0;1
89604;2;0;2
89605;1;0;1
89606;0;3;-3
89607;0;1;-1
89608;1;0;1
89609;1;0;1
89610;0;1;-1
89612;1;0;1
89615;0;1;-1
89618;0;1;-1
89622;0;1;-1
89623;0;4;-4
89627;4;0;4
89628;1;0;1
89629;0;1;-1
89630;0;1;-1
89633;0;1;-1
89634;1;0;1
89636;1;0;1
89637;1;0;1
89641;1;0;1
89643;3;0;3
89644;2;0;2
89647;2;0;2
89648;0;1;-1
89649;3;0;3
89650;1;0;1
89651;2;0;2
89655;4;0;4
89656;0;1;-1
89659;2;2;0
89661;0;1;-1
89663;3;0;3
89665;1;0;1
89666;6;0;6
89668;0;1;-1
89670;1;0;1
89673;0;1;-1
89675;0;1;-1
89677;1;0;1
89679;0;1;-1
89680;0;1;-1
89681;1;0;1
89682;0;1;-1
89683;0;1;-1
89688;0;1;-1
89689;1;0;1
89690;0;1;-1
89691;1;0;1
89694;0;1;-1
89696;2;0;2
89703;1;0;1
89704;0;1;-1
89705;1;2;-1
89707;0;1;-1
89708;2;0;2
89709;1;0;1
89710;4;0;4
89711;1;0;1
89715;1;1;0
89716;2;0;2
89718;0;1;-1
89719;1;0;1
89720;3;0;3
89721;0;1;-1
89723;1;0;1
89726;0;1;-1
89731;2;0;2
89732;2;0;2
89733;1;0;1
89737;1;0;1
89738;1;0;1
89741;0;1;-1
89742;1;0;1
89746;2;0;2
89749;0;1;-1
89750;1;0;1
89752;0;1;-1
89753;2;0;2
89755;1;0;1
89756;0;2;-2
89757;0;2;-2
89758;0;1;-1
89762;0;2;-2
89763;2;0;2
89765;1;0;1
89767;2;0;2
89769;1;0;1
89770;2;0;2
89771;3;0;3
89774;0;2;-2
89775;1;0;1
89776;1;0;1
89782;4;0;4
89783;1;0;1
89785;0;1;-1
89788;1;0;1
89789;5;0;5
89791;1;0;1
89792;0;1;-1
89793;2;0;2
89795;7;0;7
89799;2;0;2
89803;1;0;1
89804;1;0;1
89811;0;3;-3
89813;1;0;1
89815;0;1;-1
89816;0;2;-2
89817;1;0;1
89818;0;1;-1
89819;2;1;1
89820;0;1;-1
89821;0;2;-2
89823;1;0;1
89824;0;1;-1
89825;1;0;1
89827;1;0;1
89828;1;0;1
89832;4;0;4
89834;1;0;1
89836;0;4;-4
89837;0;1;-1
89838;2;0;2
89839;2;0;2
89840;1;0;1
89841;1;0;1
89842;0;1;-1
89843;1;0;1
89844;0;2;-2
89845;0;1;-1
89846;0;1;-1
89850;0;1;-1
89852;1;0;1
89853;0;1;-1
89856;1;0;1
89857;1;1;0
89858;2;0;2
89860;1;0;1
89861;1;0;1
89865;1;0;1
89867;1;0;1
89868;1;0;1
89870;0;1;-1
89871;0;1;-1
89874;1;1;0
89875;1;0;1
89877;1;0;1
89885;0;1;-1
89886;8;0;8
89888;1;0;1
89890;0;1;-1
89892;2;0;2
89893;2;0;2
89897;0;1;-1
89905;0;1;-1
89906;0;2;-2
89910;1;0;1
89912;1;0;1
89913;1;0;1
89918;1;0;1
89920;1;0;1
89921;2;0;2
89923;1;0;1
89924;0;1;-1
89925;1;0;1
89927;1;0;1
89928;6;0;6
89929;1;0;1
89931;0;1;-1
89938;1;0;1
89939;1;0;1
89940;0;2;-2
89942;3;0;3
89943;1;0;1
89945;12;0;12
89948;2;0;2
89949;0;1;-1
89950;1;0;1
89955;1;0;1
89959;1;0;1
89960;1;0;1
89961;2;0;2
89965;3;0;3
89967;7;0;7
89970;2;0;2
89974;2;0;2
89975;0;1;-1
89978;1;0;1
89979;1;0;1
89981;2;0;2
89983;2;0;2
89984;0;1;-1
89985;1;0;1
89986;0;1;-1
89987;0;1;-1
89989;0;1;-1
89992;1;0;1
89994;2;0;2
89997;2;0;2
89998;3;0;3
90001;2;0;2
90004;0;1;-1
90005;1;0;1
90006;1;0;1
90007;1;0;1
90009;1;0;1
90011;0;1;-1
90013;3;0;3
90015;1;0;1
90018;2;0;2
90019;0;1;-1
90021;7;0;7
90022;1;0;1
90025;0;1;-1
90029;0;1;-1
90034;0;1;-1
90035;1;0;1
90037;1;0;1
90039;1;0;1
90040;0;1;-1
90045;0;1;-1
90046;2;0;2
90047;0;1;-1
90049;3;0;3
90052;0;1;-1
90056;2;0;2
90057;2;0;2
90058;3;0;3
90062;0;1;-1
90063;4;0;4
90065;2;0;2
90066;4;0;4
90068;2;0;2
90071;2;0;2
90072;0;1;-1
90073;1;0;1
90074;0;1;-1
90075;1;0;1
90078;0;3;-3
90079;1;0;1
90082;0;3;-3
90084;0;1;-1
90086;1;0;1
90087;0;1;-1
90088;0;2;-2
90089;2;0;2
90090;1;0;1
90092;1;0;1
90094;1;0;1
90095;2;0;2
90096;0;1;-1
90100;2;0;2
90103;1;0;1
90104;5;0;5
90106;1;0;1
90107;1;0;1
90110;1;0;1
90112;2;0;2
90113;0;1;-1
90114;17;0;17
90115;0;1;-1
90116;1;0;1
90117;0;1;-1
