Post;Answer
161893;161897
161889;161895
161811;161869
161788;161789
161770;161772
161743;161752
161738;161754
161711;161714
161688;161694
161657;161658
161649;161955
161625;161776
161608;161618
161601;161616
161574;161579
161524;161539
161515;161520
161504;161511
161497;161536
161476;161482
161407;161409
161403;161405
161368;161370
174228;174229
161330;161365
161313;161314
161303;161304
161288;161367
161285;166489
161281;161283
161255;161272
161238;161239
161230;161647
161219;161228
161199;161484
161191;161229
161179;161183
161165;161244
161150;161153
161129;161138
161125;161143
161107;161128
161088;161112
161084;161092
161076;161102
161063;169443
161062;161067
161060;161079
161030;161096
161015;161018
161008;161009
160998;161002
160987;160995
160942;160950
160927;160940
160906;160943
167667;167670
160900;161521
160893;160898
160881;160883
160877;160896
160876;160880
160874;160875
160872;160903
160865;160867
160845;160851
167866;167902
160838;161110
160790;160901
160775;160807
160708;160709
160691;160694
160689;160703
160679;160700
160652;160657
160602;160610
160596;160600
160593;160599
160591;160597
160583;160586
160534;160551
160531;160532
160497;160502
160408;160409
160322;160328
160317;160646
173367;173408
160297;160298
160295;160311
160275;160284
160273;160346
160249;160252
160224;160235
160205;160212
160203;160229
160194;160196
160160;160167
160135;160158
160124;160125
160118;160119
160117;160234
160115;160261
160052;160149
160041;160048
178126;178131
160040;160074
160027;160089
160024;160025
160015;160016
160012;160020
159993;160296
167586;167587
159987;160000
160355;160809
159966;159971
159952;160197
159889;159892
159882;159930
159870;159951
159856;159857
159818;159860
159802;159804
159789;176307
159785;159799
159778;159869
159776;159786
159743;160514
159697;159840
159634;159637
159627;159694
159626;159628
159625;159630
159601;159615
159566;159568
159524;159587
159523;159525
159519;159746
159516;159583
159509;159518
159504;159507
159482;159949
159475;159767
159469;159481
159462;159464
159453;159465
159392;159394
159391;159410
159376;159377
159372;159373
159350;159352
159347;159348
159324;159327
159307;159709
159302;159309
159298;159310
159297;159300
159273;159278
159266;159267
159256;159268
159254;160195
159247;159277
159228;159261
159221;159227
159215;159294
159198;159208
159163;159166
159161;159189
159149;159151
159144;159145
168529;168566
159129;159136
159103;159115
159096;159131
159051;159057
159016;159026
159003;159010
158974;158975
158956;158957
158951;158958
158932;158933
158927;158931
158926;158950
158918;158921
158860;158886
158847;158849
158842;158856
158840;158864
158833;158834
158816;158839
158746;158748
175872;175877
158742;158745
158738;158821
158724;158737
158709;160077
158707;158711
158698;158710
158689;158780
158683;158702
158679;158680
158666;158668
158653;158984
158637;158753
158628;158633
158576;158581
158565;158569
158563;158567
158549;158553
158532;158539
158531;158542
158516;158527
158509;158511
158476;158478
158438;158543
158416;158422
158398;158431
159581;160486
158377;158383
158371;158418
158341;158350
158340;158352
158334;158699
158296;158299
158285;158289
158276;158280
158268;158307
158252;158258
158248;158472
169272;169276
158217;158225
158206;158223
158198;158200
158197;158199
177852;177861
158196;158876
158190;158195
177056;177058
158181;158193
158175;158176
158156;158157
158147;158161
158133;158136
158128;158135
158126;158130
158121;158131
158114;158118
158111;158115
158073;158078
158056;158059
158055;158077
158020;158022
158017;158018
158004;158007
158000;158016
157996;158029
157993;158079
157966;157972
157959;157970
157951;158120
157931;157942
157912;157918
157882;157978
157881;157895
157865;157870
157845;157850
157839;157857
157835;157837
157817;157840
157813;157816
160185;161522
157809;157815
157790;157803
157783;157797
157770;157773
162946;163075
157754;157782
157709;157833
157700;157704
157684;157686
157664;157669
157632;157651
157631;157657
157577;157583
157573;160855
157545;157963
157542;157546
157539;157806
157485;157637
157478;157513
172216;172218
157415;157441
169634;169712
157341;157347
157332;177394
157328;157395
157323;157325
157307;157317
177212;177350
157297;157404
157282;157293
157273;157318
157259;157523
157247;157250
179484;179494
157245;157249
157230;157261
157212;157214
157196;157198
157191;157194
157182;157184
157164;157167
157160;157256
157118;157221
157101;157108
157097;157105
157056;157057
157053;157054
157048;157096
157000;157006
156978;156985
156967;156975
156945;156955
156930;156931
156919;156921
156903;157119
156901;156937
156891;156894
156887;157417
156832;156843
156831;156835
156822;156828
173498;173499
156763;156765
156754;157710
166595;166626
156749;156750
156742;157226
156716;156745
156706;156942
156649;156650
156599;156638
156570;156581
156569;156578
156558;156559
156484;156485
156464;156472
156446;156467
156397;156409
156386;158546
156370;156401
156360;156367
156344;156348
156328;156341
156320;156331
156298;156299
156262;156264
156252;156336
156226;156227
156222;156229
156214;156223
156200;156203
156186;156427
156179;156187
156162;157802
156158;156197
156153;156175
156143;156155
156128;156142
156112;156136
156047;156279
156009;156248
155988;155999
155986;155993
155955;155981
155953;155959
155926;155979
155917;156052
168804;168806
155904;155923
155897;155900
155888;155892
155887;155889
156923;158726
155866;155886
155799;155832
155769;155773
155758;155782
155742;155743
155713;155736
155711;155724
155699;155706
155688;155690
155678;155712
155675;155763
155638;155639
155637;155646
155629;155631
155621;155633
155609;155610
155606;155614
155588;155590
155566;155568
155564;155576
155534;155539
155505;155506
155498;155504
155471;155473
155462;155475
155438;155445
155417;155420
155405;161335
155371;155415
155358;155451
155331;155428
155293;155294
155282;155313
155265;155601
155263;155292
155257;155281
155216;155223
155206;155207
155188;155189
155180;155182
155154;155179
155153;155156
155125;155169
155042;155077
162197;162198
155035;155044
176452;176471
154987;154988
154970;154975
154960;154966
154954;154965
154938;154952
154925;154928
154923;154961
154909;154917
154892;154895
154861;155101
154836;154846
154786;154800
154785;154790
154773;154783
154767;154769
154745;154747
154737;154742
154731;154748
154708;154713
154696;154750
169764;170193
154693;154722
154688;154705
154681;154683
154647;154648
154638;154640
154602;154603
154592;154594
154587;154588
156594;156738
154586;154608
154576;154600
154570;154578
154550;154552
154539;154548
154537;154549
154534;154536
154531;154535
154528;154543
154515;154517
154509;154610
154491;154527
154485;154495
154462;154488
154447;154448
170051;170062
154413;154419
154398;154400
165498;165501
154390;154393
162680;162682
154359;154366
154350;154510
154344;154351
154334;154336
154329;154823
161556;161558
154324;154325
154321;154345
154298;154621
154284;154287
154276;154278
154264;154294
154249;154250
154248;166925
154233;154235
154230;154293
160137;160138
154219;154221
154209;154322
154208;154223
177981;177988
154197;154210
154175;154177
154157;154160
154147;154151
153099;153101
153098;153100
153083;153084
153068;154701
153042;153094
153004;153012
180164;180171
152972;153033
152952;152955
152924;152937
152911;152912
152903;152904
152897;156060
152889;152895
152865;152866
152848;152849
152839;152864
152807;152809
152800;152804
152792;152797
152786;152805
161013;161042
152777;152798
152748;152754
152733;154651
152713;152776
152712;152728
152695;152870
152643;152650
152633;152652
175782;176022
152617;152618
152588;152595
152587;152589
152577;152822
152561;152562
152559;152565
152528;152530
152518;152520
152516;152543
152510;152513
152445;152454
152442;152470
152396;152403
152387;152392
152380;152736
152335;154137
152332;152354
152267;152273
152258;152262
152254;152257
152231;152255
152205;152296
152173;152175
152148;152171
152115;152116
152063;152064
152056;152065
152053;152054
152039;152049
178213;178227
152022;152155
152020;152021
152018;152062
152017;152042
151966;152264
151955;151957
151944;151949
151941;151942
151915;151947
151907;152343
156292;156305
151898;151906
151861;152001
151852;151859
151840;151846
151837;151843
151788;151797
151778;151780
151777;151883
151773;151781
151768;151790
151753;151757
151723;151727
151720;151851
167223;167357
151704;151729
151689;151691
151622;151641
151617;151654
151616;151621
151549;151553
151537;151538
151504;151580
151485;151516
161291;161293
151477;151478
151448;151451
170452;170455
164079;164081
151414;151417
166823;166824
151413;151447
151406;151416
151395;151408
151385;151398
151354;151372
151336;152811
151333;151341
151330;151552
151309;151311
150291;151300
150287;150297
150279;150283
150274;150278
150260;150296
150258;150273
150212;150213
150171;150174
150159;150208
150120;150124
150116;151484
150086;150089
150076;150080
150057;150059
150054;150056
150046;150051
150029;151557
150009;150025
149960;149962
149951;149959
149939;150196
149932;149933
149925;149935
149882;149895
149876;149888
149872;150239
149867;149969
149843;149852
149826;150220
149825;149827
149800;149804
149797;151774
149762;149796
149756;151503
149735;149740
149711;149720
149667;149694
149663;149664
149657;149659
149647;149660
149602;149608
149601;149603
149594;149595
149566;149580
149540;149547
149487;149515
149475;149479
149459;149460
149455;149461
149429;149432
149420;149437
149416;149448
149395;149397
149373;149387
178264;178292
149367;149402
149353;149549
149338;149339
149328;149340
149295;149301
149268;149275
149264;149266
149238;162034
178222;178277
149212;149213
149193;149195
169936;172657
149191;149192
149164;149209
149110;149154
149091;149165
149077;149122
149076;150118
149065;149068
149048;149056
172041;172045
149037;149058
160180;160207
149035;149061
149033;149039
149018;149484
148964;148966
169072;169090
148959;148995
148956;148958
148955;151715
148954;157209
148951;148953
174586;174588
148938;148939
157829;157830
147951;148940
147855;147861
147851;147942
175972;175974
147844;147847
147838;147839
147832;147860
147825;147829
147823;147841
147796;148977
167539;167548
147785;149147
147745;147747
147744;147765
147718;147773
147696;147708
147695;147711
147692;147693
147684;147688
147668;149020
147639;147648
147633;147634
147611;147616
147601;149100
147595;147619
160110;160112
147580;147582
147562;147577
147546;147604
159941;159954
147529;147530
147474;147482
147453;147464
163433;178839
147441;178710
168634;168691
147409;155289
147373;147375
147345;147507
147318;147521
147301;147515
147274;147285
147251;147252
147247;147254
174646;174739
147234;147324
147227;147620
168569;168578
147211;147229
161087;161103
147173;147177
146134;146146
169295;169319
146127;146129
146125;146126
177020;177027
146115;146117
146109;146111
146103;146123
177688;177712
146087;146120
146072;151889
146051;146054
146041;146049
146018;146020
146005;146014
145994;145996
145979;146083
145940;145941
145917;145926
145905;145942
145865;147787
145850;145851
145791;145792
145742;145745
145730;145737
145715;145726
145711;145958
145704;145716
145698;145709
145691;147704
145624;145665
145611;145612
145594;145598
151353;151375
145580;145584
145561;145616
145555;145626
145536;145538
145531;145544
145520;145521
145496;145550
145486;145489
145477;145522
145468;150234
175307;176222
145387;145389
145377;145378
145375;145382
145370;145371
166221;166242
145332;145349
145325;145410
145281;145287
145217;145225
149134;149136
145195;145239
145190;145205
145187;145188
166948;166953
160472;160483
145182;149707
165457;165459
145158;145161
145153;145396
145114;145116
166295;166297
145102;145122
145062;145091
145046;147196
145045;145051
145038;145048
145026;145033
145018;145076
145008;145054
145004;145021
145003;145032
145000;145022
144965;151737
144961;144963
144956;144996
144937;144970
158453;158482
144936;144957
144921;144939
144919;144927
174261;174270
144891;144899
144879;144882
144875;144880
144870;144873
144864;144868
144859;144892
144908;144923
144850;144888
144844;145040
144769;144780
144748;144752
144736;144742
144728;144731
144725;144734
144706;144803
144694;144697
144680;144684
144679;144704
144651;144662
144646;144647
144639;144644
144631;144632
144600;144603
144585;144592
144580;147432
157263;157306
144577;144721
144570;144633
144555;144571
144520;144553
144507;144802
144498;144503
144481;144556
144471;144472
144469;144473
144459;144615
144443;144984
144441;144448
144420;144442
144413;144416
144411;144415
144397;144402
166277;166373
144366;144374
144354;144390
144311;144315
144293;144299
144289;144291
144288;144292
144285;144286
144275;144278
144267;144270
144264;144269
144249;144250
144248;144253
167179;167180
144179;144212
144166;144197
144165;144177
144163;144190
144143;144241
144132;144134
144106;144160
144074;144081
144057;144075
144044;144048
144037;144039
144030;144033
143980;143987
143959;143961
143914;143931
143907;143936
150156;150160
143903;143918
143899;143906
143889;143896
147407;147427
143887;143897
143866;143874
143863;143867
143832;143834
143807;143814
147585;149576
143804;143838
143795;143799
143748;143811
143719;143816
143703;143828
143690;143691
143674;143701
143669;143673
143661;143678
143649;143660
143626;143636
143593;143611
143552;143589
143544;143546
143503;143508
143477;143590
143460;143465
143438;143440
143417;143424
143405;143418
143384;143468
143370;143371
143364;143365
143359;143361
143354;143683
143321;143324
143239;143350
143227;143228
143222;143223
145322;145474
143219;143233
177365;177993
143199;143563
143186;143218
143160;143166
143133;143138
143113;143117
143089;143096
143088;143094
143074;143083
143056;143063
143051;143066
143033;143035
157727;157775
143031;150264
143026;143028
142952;143054
142943;142951
142941;142950
143313;143314
142888;142921
142882;143024
142841;142846
142831;142853
142824;142827
154675;154679
142811;142816
142801;142802
142787;142799
142765;142778
142748;142749
142701;142751
142687;142691
142680;142689
142649;142657
155108;155133
142626;142627
142616;142621
155665;155673
142589;143147
142581;142585
142576;142577
142574;142575
142569;142570
142557;142560
142501;142506
142491;142494
150128;150129
142486;142489
142484;142490
142444;142447
142425;142433
142409;142460
142406;142408
142405;142650
142391;142392
142388;142393
142380;142395
142365;142367
142364;142369
142360;142371
142351;165902
142341;142346
142312;142316
142309;142313
142284;143420
142273;142274
142269;142297
142268;142417
142264;142266
142251;142270
173626;173650
142241;142301
142235;142238
142228;142231
142215;142271
142204;147597
142172;142199
142143;142153
142117;142600
145915;147411
142093;142200
142086;142088
142067;142128
142049;142057
142019;142077
141985;141987
155919;155928
141968;141972
141967;141970
141937;141939
141936;141938
141934;141935
141926;144046
141921;142025
141891;141893
141859;141863
141855;141858
141848;141873
141844;141862
141836;141839
141820;141821
141801;141804
141794;141796
141791;143193
141777;141780
160321;160334
141766;141857
141754;141759
141749;141751
141734;141736
141731;141737
141721;141723
141706;141707
141703;158287
166232;166237
141687;141691
141647;141682
141624;141645
141619;141646
141596;141612
141593;141594
141563;141571
166284;166290
141560;141569
141509;141518
141494;141508
141491;141501
141479;141640
142612;142613
141459;141462
141457;141460
141454;141456
141442;141445
141434;141435
141333;141338
141329;141337
141327;141376
141321;141323
141290;141345
141286;141289
141280;141287
141257;141282
141253;141269
141203;141659
141193;141194
141180;141181
141176;141178
141168;141171
141155;141159
141866;142223
141149;141170
141147;141151
141125;141136
141105;141113
141075;141076
141063;141506
141060;141069
141016;141019
141014;141020
141000;141452
140992;141013
140988;141062
140974;141044
140956;140993
140935;140940
140912;140915
140895;140924
140888;140889
140886;140907
140885;141533
140878;140946
157733;157735
140854;142860
140837;140839
143023;143071
140787;140809
140783;140784
140775;140800
140755;140771
140754;140776
140753;140780
140751;140786
140717;140718
140709;140730
140707;140716
140685;140687
140681;140689
140675;140688
140668;140672
175040;175041
140656;140700
140651;140658
140629;140630
140562;140564
140557;140570
140550;140553
140516;140519
140500;140507
166500;166502
140479;140492
140478;140481
140435;140437
146045;146098
140432;140434
140430;140436
140406;140449
140404;140409
140397;140429
140395;140433
140394;140411
140379;140381
140362;140366
140351;140352
140330;140340
140317;140324
140315;140320
140307;140310
140287;140288
140245;140250
140243;141472
140238;140510
140235;140236
140234;140237
140221;141118
140181;140182
140180;140188
140171;140186
161707;161729
140138;140140
140132;140137
140131;140133
140124;140125
140119;140126
140097;140165
140096;140098
140093;140095
140081;140090
140035;140040
140026;140029
140017;140030
140008;140011
140000;140004
139996;139997
139994;140066
139983;140001
139982;139984
139980;139989
139967;140021
139957;139966
139955;139973
139947;139950
139940;139943
139899;139906
139890;139894
139880;139883
139866;139872
139855;141311
139834;139837
139813;139814
139800;139804
139796;139829
139793;139822
139779;140149
139742;139759
139715;139761
139711;139714
139700;139709
139697;139699
155937;155970
139694;139729
139692;139746
139679;139685
139667;139668
139663;139713
139660;140071
169360;169365
139654;139677
139639;139644
139638;139659
139628;139634
139624;139626
139597;139752
139580;139585
139575;139611
139571;139574
139570;139583
139552;139554
139543;139546
139527;141982
139516;139528
139511;139515
139475;139541
139468;139473
139463;139489
139454;142891
139425;139428
139412;139417
139397;139401
163735;163745
139367;139374
139331;139355
139289;139420
139265;139271
139262;139264
139255;139258
139230;139368
139227;139246
139197;139204
139196;139301
139191;139198
139179;139200
139174;139460
139170;139171
139163;139164
139155;140100
139153;139167
139128;139141
139124;139125
139114;139236
166010;166037
139111;139115
139105;139147
139083;139084
173651;173652
139077;139078
139074;139093
139031;139035
139029;142894
139025;154990
139015;139555
138999;139004
138982;138984
138978;139008
138951;139808
138940;138972
138892;138893
138880;138882
138850;138852
138842;138847
138820;138821
138815;139011
138812;138823
138807;138816
138784;138814
162844;162904
138781;138794
138760;138767
138758;138759
173729;173757
138736;138757
138730;138732
138695;138696
138691;138692
138638;138643
138633;138642
138632;138635
138630;138646
138604;139738
138593;138599
138558;138559
138526;138528
138522;138523
138502;138506
177780;177798
138489;138493
138475;138476
138440;138460
138437;138712
138406;138407
138395;138398
138383;138386
138362;138426
138331;138335
138326;138351
138320;138334
138300;138307
138281;138284
138243;141704
138242;138248
138233;138236
138497;138500
138219;138221
138210;138222
138209;138225
138197;138201
138196;138199
138195;138198
138190;138194
144926;144932
138164;138165
138123;138129
138119;138185
138113;138115
138112;138401
138108;138110
172349;172505
138068;138177
147484;147492
143618;143685
138063;138078
138034;138066
179585;179590
137993;137995
165343;165351
137972;137978
137969;137992
137949;137959
137931;137932
137906;137915
137886;137887
137866;137896
137861;137970
137853;138494
137848;137850
137845;137857
160184;160288
137833;137834
137822;137830
137809;137813
137802;137803
137799;137814
137789;138179
137750;137765
137725;137737
137715;137718
137709;137716
137700;137929
137651;137652
137645;137647
137626;137634
137610;137613
137562;137564
137539;137614
137538;137552
137502;137509
137493;137498
137488;137500
