Post;Answer 
1734 ; 1737
1736 ; 8045
1738 ; 1740
1739 ; 1741
1742 ; 1752
1743 ; 2733
1744 ; 33204
1746 ; 1747
1753 ; 1755
1763 ; 2892
1767 ; 2597
1774 ; 1787
1775 ; 1789
1777 ; 1790
1778 ; 1812
1779 ; 3822
1780 ; 1793
1783 ; 2293
1785 ; 1792
1794 ; 1915
1797 ; 1799
1801 ; 1803
1802 ; 1982
1804 ; 1806
1810 ; 2004
1826 ; 1832
1827 ; 1838
1828 ; 1834
1836 ; 1837
1839 ; 1841
1840 ; 1843
1844 ; 13518
1845 ; 1967
1850 ; 1851
1854 ; 1855
1859 ; 1860
1862 ; 121303
1867 ; 1875
1876 ; 1883
1884 ; 2387
1887 ; 1971
1890 ; 1893
1892 ; 1897
1894 ; 1895
1901 ; 1914
1905 ; 1912
1929 ; 1938
1931 ; 2356
1933 ; 1941
1940 ; 1949
1945 ; 1946
1947 ; 1968
1948 ; 1953
1952 ; 2027
1954 ; 11935
1960 ; 1961
1962 ; 1963
1964 ; 1981
1969 ; 1970
1972 ; 1973
1974 ; 1975
1983 ; 1988
1997 ; 2209
2000 ; 2024
2002 ; 2017
2003 ; 2005
2006 ; 3260
2009 ; 2010
2018 ; 2046
2020 ; 2109
2023 ; 2030
2025 ; 2355
2026 ; 2028
2035 ; 2037
2038 ; 2042
2040 ; 2082
2041 ; 2043
2044 ; 2045
2047 ; 2049
2054 ; 2056
2059 ; 2063
2060 ; 2065
2067 ; 2068
2072 ; 2076
2073 ; 3755
2075 ; 2079
2080 ; 2106
2083 ; 2087
2090 ; 2093
2094 ; 2098
2095 ; 2096
2099 ; 2101
2100 ; 2124
2111 ; 2112
2114 ; 2125
2116 ; 2119
2121 ; 2122
2128 ; 2129
2133 ; 2312
2137 ; 2138
2143 ; 2144
2152 ; 2153
2156 ; 2158
2164 ; 2184
2166 ; 2167
2171 ; 2186
2173 ; 2177
2174 ; 2185
2182 ; 3995
2188 ; 2191
2190 ; 3712
2194 ; 2280
2200 ; 2202
2203 ; 2212
2204 ; 2207
2210 ; 2456
2213 ; 2214
2215 ; 2579
2219 ; 2225
2220 ; 2229
2223 ; 2224
2227 ; 2228
2230 ; 2236
2233 ; 2238
2240 ; 2243
2241 ; 2249
2242 ; 2244
2255 ; 2941
2257 ; 2262
2259 ; 2260
2261 ; 2265
2264 ; 2278
2266 ; 2277
2269 ; 2339
2279 ; 2281
2283 ; 2284
2287 ; 2288
2295 ; 2297
2298 ; 2299
2302 ; 2304
2303 ; 4116
2310 ; 2311
2317 ; 2321
2318 ; 2319
2322 ; 2323
2326 ; 2344
2332 ; 2439
2336 ; 2338
2340 ; 2342
2349 ; 2368
2361 ; 2362
2363 ; 2364
2370 ; 2374
2371 ; 2373
2375 ; 2376
2378 ; 2380
2381 ; 2382
2384 ; 2392
2389 ; 2391
2393 ; 2397
2399 ; 7917
2400 ; 2402
2405 ; 2410
2407 ; 2415
2409 ; 2414
2416 ; 2427
2428 ; 2430
2436 ; 2437
2438 ; 2440
2441 ; 2503
2442 ; 2443
2444 ; 2449
2446 ; 2450
2451 ; 2459
2452 ; 2453
2466 ; 2467
2476 ; 2530
2477 ; 2486
2481 ; 2482
2489 ; 2493
2490 ; 2491
2498 ; 2499
2510 ; 2511
2515 ; 2516
2522 ; 2527
2524 ; 2526
2529 ; 2532
2534 ; 2590
2536 ; 2537
2538 ; 2546
2540 ; 2675
2543 ; 2544
2545 ; 2549
2547 ; 2550
2548 ; 2559
2553 ; 2554
2556 ; 2558
2560 ; 2562
2565 ; 2566
2569 ; 2570
2571 ; 2887
2572 ; 2576
2574 ; 2577
2578 ; 2599
2587 ; 2589
2592 ; 2600
2593 ; 2608
2594 ; 2595
2604 ; 2606
2605 ; 2703
2610 ; 2611
2612 ; 2629
2615 ; 2618
2616 ; 2617
2621 ; 2631
2623 ; 5404
2634 ; 2635
2636 ; 2637
2638 ; 2641
2642 ; 2648
2645 ; 2647
2653 ; 2654
2658 ; 2717
2659 ; 2667
2662 ; 2669
2665 ; 2729
2666 ; 2674
2676 ; 2689
2679 ; 2688
2680 ; 6588
2683 ; 2685
2686 ; 2687
2691 ; 2699
2707 ; 2708
2709 ; 2713
2718 ; 2719
2720 ; 2721
2722 ; 6522
2725 ; 2726
2730 ; 2731
2738 ; 2740
2742 ; 2774
2743 ; 2746
2749 ; 2750
2753 ; 2763
2757 ; 2760
2758 ; 2786
2759 ; 2761
2765 ; 2769
2767 ; 2789
2770 ; 5046
2771 ; 9071
2776 ; 4434
2779 ; 2781
2785 ; 2791
2793 ; 2794
2795 ; 2810
2796 ; 2797
2800 ; 2801
2802 ; 2809
2803 ; 2806
2812 ; 2814
2816 ; 2910
2817 ; 2820
2819 ; 2821
2823 ; 2824
2828 ; 2829
2830 ; 2882
2831 ; 2832
2837 ; 2870
2838 ; 2871
2840 ; 2841
2846 ; 3025
2849 ; 2860
2850 ; 2917
2851 ; 2852
2855 ; 2857
2858 ; 2859
2861 ; 2863
2866 ; 2867
2868 ; 2869
2876 ; 2878
2880 ; 2907
2885 ; 2886
2888 ; 2890
2889 ; 2891
2895 ; 2896
2898 ; 2903
2899 ; 2904
2901 ; 2902
2905 ; 2906
2913 ; 2916
2919 ; 2987
2929 ; 2931
2935 ; 3565
2936 ; 2937
2940 ; 2959
2948 ; 2949
2955 ; 4497
2956 ; 3706
2961 ; 2966
2962 ; 2963
2967 ; 2968
2969 ; 2997
2977 ; 2979
2980 ; 7058
2981 ; 2985
2991 ; 2994
2993 ; 2996
2998 ; 2999
3001 ; 3004
3002 ; 3631
3003 ; 3005
3006 ; 3011
3010 ; 3012
3014 ; 3034
3015 ; 6893
3016 ; 3019
3020 ; 3035
3021 ; 3042
3024 ; 3026
3027 ; 3050
3029 ; 29938
3032 ; 3043
3039 ; 3040
3041 ; 3109
3048 ; 3049
3054 ; 3057
3063 ; 3103
3071 ; 3281
3072 ; 3073
3074 ; 3114
3076 ; 3096
3080 ; 3085
3083 ; 6896
3089 ; 3090
3091 ; 3214
3092 ; 7619
3097 ; 3108
3104 ; 3209
3105 ; 3106
3112 ; 3113
3115 ; 3120
3122 ; 3124
3123 ; 3135
3125 ; 120795
3126 ; 3129
3131 ; 3551
3136 ; 3137
3139 ; 3647
3141 ; 3193
3143 ; 3154
3146 ; 3150
3147 ; 3186
3151 ; 3153
3152 ; 3158
3155 ; 3176
3156 ; 3163
3160 ; 3162
3170 ; 3172
3180 ; 3182
3184 ; 3581
3185 ; 3187
3188 ; 3189
3196 ; 3199
3200 ; 3201
3203 ; 3204
3206 ; 3218
3207 ; 3249
3208 ; 3287
3211 ; 3213
3216 ; 3324
3221 ; 3232
3233 ; 3243
3238 ; 3280
3239 ; 3240
3247 ; 3270
3251 ; 3254
3252 ; 3256
3253 ; 3392
3261 ; 7325
3267 ; 3272
3278 ; 3288
3279 ; 3285
3289 ; 3301
3293 ; 3310
3298 ; 3307
3305 ; 3317
3311 ; 3329
3316 ; 3325
3318 ; 3319
3320 ; 3322
3326 ; 3328
3332 ; 3334
3335 ; 3518
3336 ; 3339
3338 ; 3548
3340 ; 3361
3351 ; 3360
3355 ; 3386
3357 ; 3375
3358 ; 3371
3365 ; 3381
3366 ; 3506
3372 ; 3519
3373 ; 3376
3378 ; 3385
3395 ; 3427
3396 ; 3558
3405 ; 3408
3407 ; 3423
3410 ; 3412
3415 ; 3424
3426 ; 3438
3431 ; 3437
3434 ; 3477
3442 ; 3473
3446 ; 3454
3448 ; 3450
3452 ; 3457
3458 ; 3460
3459 ; 3476
3462 ; 3676
3466 ; 3470
3468 ; 4086
3469 ; 3495
3471 ; 3504
3472 ; 3503
3479 ; 3488
3480 ; 3499
3483 ; 3785
3484 ; 3485
3486 ; 3489
3490 ; 3493
3494 ; 3500
3497 ; 3498
3501 ; 3502
3507 ; 3517
3509 ; 3512
3510 ; 3511
3515 ; 3516
3520 ; 3522
3523 ; 3561
3524 ; 3525
3526 ; 3527
3528 ; 3529
3530 ; 3547
3531 ; 3532
3533 ; 3534
3537 ; 3575
3540 ; 3541
3542 ; 3556
3543 ; 3544
3545 ; 3552
3555 ; 3577
3570 ; 6930
3572 ; 3573
3578 ; 3675
3586 ; 3598
3589 ; 3591
3599 ; 3609
3600 ; 3601
3602 ; 3603
3605 ; 3637
3606 ; 3608
3610 ; 3612
3613 ; 3614
3615 ; 3616
3618 ; 3645
3619 ; 3622
3626 ; 3662
3633 ; 3635
3638 ; 3639
3640 ; 3644
3658 ; 3677
3660 ; 3669
3665 ; 3999
3670 ; 3693
3671 ; 3744
3679 ; 3684
3680 ; 3686
3694 ; 3695
3708 ; 8619
3716 ; 3718
3727 ; 3728
3732 ; 3733
3737 ; 3758
3748 ; 3753
3749 ; 3756
3763 ; 3766
3765 ; 3768
3777 ; 3812
3780 ; 3784
3781 ; 3782
3787 ; 3789
3788 ; 3825
3790 ; 8724
3791 ; 3794
3798 ; 3800
3801 ; 3803
3804 ; 3807
3817 ; 4004
3820 ; 3821
3827 ; 3829
3830 ; 3833
3847 ; 3852
3854 ; 3889
3872 ; 3873
3882 ; 3884
3885 ; 3922
3891 ; 3946
3892 ; 3893
3894 ; 3896
3900 ; 3908
3901 ; 4473
3902 ; 3916
3905 ; 3918
3911 ; 3912
3920 ; 3933
3926 ; 3935
3927 ; 4491
3931 ; 4477
3940 ; 3944
3943 ; 3945
3949 ; 3953
3950 ; 3951
3954 ; 3977
3956 ; 3958
3969 ; 3970
3972 ; 3993
3974 ; 3976
3982 ; 3985
3989 ; 4001
4006 ; 4013
4010 ; 42336
4011 ; 4015
4016 ; 4017
4019 ; 4035
4028 ; 4029
4030 ; 4068
4033 ; 4034
4036 ; 4115
4037 ; 4063
4039 ; 4040
4041 ; 4050
4045 ; 4046
4052 ; 4053
4055 ; 4056
4072 ; 4090
4073 ; 4078
4074 ; 4080
4079 ; 4110
4085 ; 4131
4087 ; 4099
4088 ; 4091
4089 ; 4102
4095 ; 4096
4100 ; 4101
4105 ; 4111
4107 ; 4109
4123 ; 4129
4127 ; 4130
4135 ; 4141
4140 ; 4144
4142 ; 11369
4153 ; 4157
4160 ; 4161
4162 ; 4165
4163 ; 4164
4170 ; 4171
4173 ; 4175
4177 ; 4184
4180 ; 4185
4182 ; 4188
4187 ; 4190
4191 ; 10306
4192 ; 4194
4197 ; 13472
4201 ; 4858
4207 ; 4208
4209 ; 4503
4210 ; 4211
4216 ; 4230
4217 ; 4284
4220 ; 4369
4223 ; 4227
4225 ; 4226
4231 ; 4232
4237 ; 33448
4239 ; 4244
4241 ; 4246
4242 ; 4245
4243 ; 4256
4249 ; 4296
4250 ; 4253
4251 ; 4252
4257 ; 4258
4259 ; 4378
4260 ; 4267
4261 ; 4263
4264 ; 4265
4268 ; 4531
4276 ; 4322
4279 ; 4280
4282 ; 4357
4290 ; 4295
4291 ; 4301
4293 ; 4315
4294 ; 8623
4302 ; 4305
4303 ; 4313
4304 ; 4306
4307 ; 4413
4308 ; 4312
4319 ; 4327
4324 ; 4326
4325 ; 4328
4330 ; 4356
4336 ; 4337
4343 ; 4358
4344 ; 4354
4347 ; 4353
4348 ; 4351
4349 ; 4532
4359 ; 4362
4365 ; 4372
4366 ; 4371
4367 ; 4379
4376 ; 4389
4381 ; 4383
4388 ; 4395
4391 ; 4392
4410 ; 4465
4417 ; 4418
4420 ; 4424
4422 ; 4441
4423 ; 4476
4430 ; 4449
4432 ; 4436
4439 ; 4445
4444 ; 4446
4447 ; 4448
4451 ; 4501
4457 ; 4468
4462 ; 4471
4464 ; 4560
4478 ; 4485
4486 ; 4487
4492 ; 4493
4514 ; 4527
4515 ; 4516
4518 ; 4521
4520 ; 4523
4522 ; 4594
4535 ; 4629
4536 ; 4545
4538 ; 4540
4539 ; 4543
4550 ; 32283
4552 ; 4571
4557 ; 4570
4558 ; 4930
4559 ; 16630
4567 ; 4596
4572 ; 4579
4574 ; 4627
4580 ; 4595
4584 ; 4592
4586 ; 4589
4587 ; 4588
4593 ; 4599
4597 ; 4600
4601 ; 4602
4606 ; 4610
4608 ; 4613
4616 ; 5501
4618 ; 4647
4619 ; 4623
4620 ; 4624
4621 ; 4622
4630 ; 4632
4631 ; 4644
4633 ; 4637
4636 ; 4639
4642 ; 4656
4646 ; 4717
4658 ; 4684
4661 ; 4669
4663 ; 4678
4664 ; 4672
4668 ; 4681
4671 ; 4682
4673 ; 4676
4690 ; 4697
4691 ; 4706
4694 ; 4993
4695 ; 4698
4696 ; 4701
4702 ; 4714
4705 ; 4708
4720 ; 4762
4723 ; 4766
4725 ; 4727
4736 ; 4739
4740 ; 4742
4744 ; 4747
4745 ; 4752
4760 ; 4767
4763 ; 4773
4770 ; 4771
4774 ; 4776
4779 ; 4781
4782 ; 4785
4786 ; 4828
4795 ; 4805
4800 ; 4801
4806 ; 4853
4809 ; 4818
4812 ; 4826
4817 ; 4820
4830 ; 4832
4831 ; 4833
4834 ; 4837
4839 ; 4840
4842 ; 4847
4845 ; 4857
4852 ; 4866
4859 ; 4862
4863 ; 4867
4878 ; 4879
4888 ; 4894
4896 ; 4899
4900 ; 4904
4906 ; 4911
4907 ; 4908
4909 ; 4956
4918 ; 4923
4924 ; 4925
4931 ; 4941
4932 ; 4934
4936 ; 4937
4945 ; 4949
4948 ; 5010
4952 ; 4957
4959 ; 4963
4960 ; 4966
4961 ; 4980
4967 ; 4988
4975 ; 4977
4984 ; 4989
4985 ; 4990
4991 ; 4992
4996 ; 5009
4997 ; 5000
4998 ; 5005
4999 ; 5002
5012 ; 5018
5013 ; 5014
5015 ; 5054
5016 ; 6661
5017 ; 5021
5024 ; 5033
5026 ; 5080
5029 ; 5032
5035 ; 5041
5039 ; 5042
5044 ; 9109
5047 ; 5048
5052 ; 5056
5053 ; 5083
5058 ; 5059
5061 ; 5064
5062 ; 5063
5067 ; 5068
5069 ; 5129
5073 ; 5176
5078 ; 5079
5084 ; 5086
5094 ; 5096
5098 ; 5110
5102 ; 5103
5105 ; 5119
5108 ; 5111
5114 ; 5127
5116 ; 5117
5121 ; 5124
5130 ; 5133
5136 ; 5137
5138 ; 5142
5144 ; 5148
5146 ; 5174
5154 ; 5184
5155 ; 5177
5160 ; 5380
5171 ; 5173
5181 ; 5208
5182 ; 5189
5200 ; 5201
5202 ; 5204
5206 ; 5210
5207 ; 5209
5211 ; 5212
5217 ; 5218
5220 ; 5223
5222 ; 5293
5224 ; 5225
5231 ; 5242
5232 ; 5705
5237 ; 5285
5238 ; 5267
5241 ; 5247
5244 ; 5311
5245 ; 5246
5248 ; 6779
5254 ; 5303
5256 ; 5274
5262 ; 5263
5270 ; 5278
5276 ; 5410
5283 ; 5295
5284 ; 5287
5289 ; 5317
5297 ; 5299
5302 ; 5315
5305 ; 5321
5308 ; 5313
5318 ; 5320
5324 ; 5339
5325 ; 8510
5326 ; 5354
5331 ; 5344
5338 ; 8679
5340 ; 5350
5346 ; 5361
5349 ; 5352
5353 ; 5355
5357 ; 5360
5358 ; 5377
5365 ; 5366
5367 ; 5894
5372 ; 5373
5378 ; 5397
5381 ; 5386
5384 ; 5406
5387 ; 5389
5393 ; 17542
5394 ; 6073
5395 ; 5417
5400 ; 17292
5401 ; 5403
5405 ; 5412
5407 ; 5447
5413 ; 5478
5421 ; 30503
5424 ; 5427
5426 ; 5446
5432 ; 5434
5436 ; 5482
5444 ; 5480
5448 ; 5449
5450 ; 5463
5451 ; 5484
5453 ; 5459
5454 ; 5456
5462 ; 5464
5468 ; 5476
5472 ; 5474
5473 ; 5475
5477 ; 5672
5483 ; 6564
5489 ; 12636
5495 ; 5496
5503 ; 5507
5505 ; 5511
5515 ; 10586
5521 ; 5522
5527 ; 5529
5528 ; 5530
5531 ; 7251
5532 ; 14321
5534 ; 5543
5536 ; 5538
5539 ; 5541
5545 ; 5548
5546 ; 5558
5547 ; 5561
5549 ; 8689
5552 ; 5554
5555 ; 5556
5559 ; 5578
5565 ; 5762
5568 ; 5606
5570 ; 5575
5577 ; 5579
5580 ; 5588
5582 ; 5583
5590 ; 5591
5592 ; 5593
5594 ; 5598
5597 ; 5615
5599 ; 5601
5600 ; 5602
5624 ; 5626
5627 ; 5632
5628 ; 5641
5629 ; 5648
5630 ; 5634
5638 ; 5640
5642 ; 5649
5644 ; 5654
5645 ; 5652
5650 ; 10972
5651 ; 5656
5663 ; 5684
5664 ; 5668
5665 ; 5667
5670 ; 5671
5674 ; 5825
5675 ; 5676
5678 ; 5680
5679 ; 5685
5683 ; 5687
5692 ; 5707
5704 ; 5714
5706 ; 6020
5708 ; 5710
5711 ; 5712
5713 ; 5715
5716 ; 5719
5717 ; 5718
5720 ; 5722
5723 ; 7700
5725 ; 5729
5726 ; 5727
5734 ; 5737
5742 ; 6527
5744 ; 5745
5748 ; 5808
5750 ; 5765
5752 ; 5773
5755 ; 5855
5761 ; 5771
5775 ; 5776
5777 ; 5790
5781 ; 5789
5785 ; 5788
5787 ; 8392
5795 ; 5823
5799 ; 5819
5800 ; 5827
5803 ; 5804
5807 ; 5810
5811 ; 5816
5814 ; 5817
5828 ; 5844
5829 ; 5832
5836 ; 5849
5845 ; 5848
5846 ; 5888
5852 ; 5853
5858 ; 20885
5867 ; 5883
5869 ; 5886
5874 ; 5891
5879 ; 5905
5893 ; 5895
5896 ; 5914
5902 ; 5904
5906 ; 8652
5907 ; 5909
5911 ; 5912
5918 ; 5919
5927 ; 5937
5928 ; 8651
5929 ; 10892
5933 ; 13010
5941 ; 5948
5950 ; 5961
5955 ; 6817
5956 ; 5963
5960 ; 6093
5967 ; 5984
5972 ; 5976
5974 ; 5977
5978 ; 5985
5979 ; 6043
5987 ; 5990
5991 ; 5997
5993 ; 6010
5999 ; 6002
6008 ; 7882
6018 ; 6032
6023 ; 6031
6033 ; 6047
6034 ; 6035
6036 ; 6044
6037 ; 6038
6042 ; 6058
6066 ; 6069
6067 ; 8686
6071 ; 6075
6079 ; 6082
6084 ; 6085
6089 ; 6091
6090 ; 6921
6095 ; 6097
6096 ; 6099
6098 ; 6101
6103 ; 6123
6104 ; 6112
6106 ; 6114
6108 ; 6110
6109 ; 6113
6111 ; 6120
6118 ; 6129
6136 ; 6142
6140 ; 6141
6143 ; 6149
6147 ; 6156
6150 ; 6151
6152 ; 6155
6153 ; 6198
6154 ; 6167
6159 ; 6166
6163 ; 6165
6164 ; 6174
6168 ; 6202
6172 ; 6176
6183 ; 6193
6184 ; 14623
6185 ; 6189
6187 ; 6188
6190 ; 6208
6192 ; 6196
6194 ; 6195
6201 ; 6203
6216 ; 6217
6218 ; 6219
6222 ; 6224
6231 ; 6232
6239 ; 6240
6241 ; 6250
6242 ; 6251
6247 ; 6254
6248 ; 7973
6257 ; 6269
6259 ; 6298
6261 ; 6264
6267 ; 6280
6268 ; 6272
6271 ; 6273
6275 ; 6276
6281 ; 6295
6282 ; 6283
6284 ; 6288
6286 ; 6287
6289 ; 6291
6292 ; 6303
6297 ; 6299
6302 ; 6321
6304 ; 6322
6310 ; 6316
6311 ; 6312
6314 ; 6320
6327 ; 6329
6332 ; 6337
6333 ; 6338
6336 ; 6341
6342 ; 6617
6343 ; 12861
6345 ; 6347
6346 ; 7136
6350 ; 6384
6351 ; 6353
6356 ; 6386
6357 ; 6469
6365 ; 6383
6367 ; 6431
6372 ; 6378
6373 ; 6519
6375 ; 6390
6389 ; 6547
6399 ; 13325
6402 ; 6415
6404 ; 6606
6406 ; 6430
6410 ; 6412
6413 ; 6429
6417 ; 6418
6421 ; 6428
6423 ; 7128
6424 ; 6454
6425 ; 6427
6434 ; 6435
6436 ; 6438
6442 ; 6458
6451 ; 6452
6465 ; 6472
6466 ; 6468
6475 ; 6485
6476 ; 6492
6481 ; 6482
6483 ; 6516
6493 ; 6497
6495 ; 6496
6499 ; 6500
6505 ; 6506
6508 ; 6509
6510 ; 8935
6511 ; 6518
6513 ; 6707
6523 ; 6649
6524 ; 6529
6526 ; 6528
6535 ; 6537
6538 ; 6654
6539 ; 6548
6540 ; 6544
6541 ; 6551
6549 ; 6599
6555 ; 6597
6557 ; 6575
6561 ; 6835
6566 ; 6583
6568 ; 6570
6569 ; 6585
6571 ; 6584
6572 ; 6577
6581 ; 6596
6582 ; 6595
6590 ; 6598
6602 ; 6652
6605 ; 6610
6609 ; 6632
6618 ; 6694
6622 ; 6624
6631 ; 6633
6634 ; 6640
6641 ; 6647
6645 ; 7094
6655 ; 6662
6658 ; 6704
6659 ; 6674
6660 ; 6676
6664 ; 7118
6671 ; 6827
6672 ; 6686
6678 ; 6681
6679 ; 6682
6680 ; 6687
6688 ; 6701
6690 ; 6711
6695 ; 6696
6700 ; 6805
6712 ; 6737
6716 ; 6735
6717 ; 6757
6719 ; 6739
6722 ; 6724
6728 ; 6729
6730 ; 6736
6731 ; 6733
6734 ; 6743
6742 ; 6744
6746 ; 6747
6749 ; 35684
6753 ; 6761
6754 ; 7409
6762 ; 6763
6766 ; 6769
6771 ; 6913
6774 ; 6781
6789 ; 6791
6796 ; 6959
6798 ; 14316
6800 ; 6803
6806 ; 6807
6808 ; 6809
6811 ; 6813
6814 ; 6815
6818 ; 6820
6821 ; 6826
6822 ; 9649
6823 ; 6824
6828 ; 6830
6829 ; 6872
6831 ; 6871
6832 ; 6834
6840 ; 6841
6842 ; 6849
6844 ; 6851
6845 ; 6846
6850 ; 6869
6856 ; 6858
6859 ; 7444
6865 ; 6866
6867 ; 6874
6873 ; 6879
6883 ; 6885
6890 ; 6915
6891 ; 6895
6902 ; 6904
6906 ; 7157
6908 ; 7289
6909 ; 6912
6916 ; 6920
6925 ; 6928
6931 ; 6939
6941 ; 7019
6942 ; 6945
6950 ; 7007
6953 ; 7006
6958 ; 6960
6961 ; 6968
6969 ; 12247
6975 ; 6979
6976 ; 6980
6983 ; 6985
6988 ; 6996
6990 ; 7060
6993 ; 7015
6999 ; 7000
7001 ; 10644
7002 ; 7041
7008 ; 7016
7012 ; 7042
7014 ; 7044
7026 ; 7027
